user_id,item_id,rating,timestamp
0,2528,2,2025-05-11 05:03:17.624827575
0,3119,3,2025-05-19 15:47:42.407401506
0,1666,2,2025-05-22 05:24:47.973036245
0,3148,3,2025-05-23 05:15:36.928822536
0,3286,4,2025-06-02 16:01:19.419884451
0,2922,4,2025-06-25 09:03:27.490623672
0,3104,1,2025-06-26 12:01:20.260385495
0,3097,1,2025-06-29 18:35:56.113548204
0,3280,4,2025-06-30 17:10:12.987982448
0,1443,3,2025-07-02 17:11:53.444729693
0,3078,2,2025-07-06 05:59:30.024139885
0,2847,3,2025-07-11 14:32:01.716442876
0,2730,4,2025-07-15 17:21:37.608777080
0,1593,2,2025-07-20 03:57:04.752210271
0,2257,4,2025-07-21 22:36:22.653290961
0,1669,2,2025-07-26 18:10:44.294456303
0,1154,3,2025-07-27 20:46:07.069364645
0,627,2,2025-08-08 06:39:54.258432916
0,3267,4,2025-08-08 18:25:15.519490317
0,2557,3,2025-08-18 07:50:45.536362171
0,2056,2,2025-08-20 04:04:49.936864238
0,3085,3,2025-08-25 13:12:54.091692284
0,1828,4,2025-08-31 10:28:12.949159298
0,3116,1,2025-09-15 13:23:15.011932790
0,3155,4,2025-09-15 16:00:33.110871974
0,3074,3,2025-09-18 02:05:51.623243228
0,2330,3,2025-09-24 22:45:21.840650525
0,3122,2,2025-09-27 07:56:04.294889379
0,3121,2,2025-10-06 20:07:04.808472309
0,1780,3,2025-10-07 13:21:20.384062313
0,1683,1,2025-10-09 22:45:43.347734172
0,1746,3,2025-10-11 23:17:02.266894083
0,3300,4,2025-10-12 11:31:48.206482954
0,2583,2,2025-10-14 08:08:44.772199739
0,253,2,2025-10-14 19:41:42.593367461
0,2258,2,2025-10-15 01:49:38.387485564
0,2837,4,2025-10-23 18:02:05.889473848
0,3094,3,2025-10-24 17:27:44.837287884
1,3282,1,2024-10-28 22:09:57.382190342
1,1746,4,2024-10-29 04:29:53.003038118
1,850,2,2024-10-31 13:14:31.326783001
1,3072,1,2024-10-31 14:10:39.716555382
1,434,1,2024-11-07 14:50:07.613346771
1,1942,4,2024-11-08 06:06:16.305941221
1,2343,4,2024-11-14 18:48:46.478492120
1,3224,3,2024-11-20 17:22:01.470115654
1,438,3,2024-11-26 02:54:16.566373625
1,3080,2,2024-12-03 20:55:13.589680691
1,2008,3,2024-12-06 16:06:33.633609812
1,435,1,2024-12-07 12:01:01.665485827
1,3145,2,2024-12-08 09:38:02.979429956
1,3199,2,2024-12-11 08:53:57.543000470
1,3301,2,2024-12-13 06:36:58.470120929
1,2994,2,2024-12-14 18:01:30.473710864
1,2059,4,2024-12-31 04:09:49.521642256
1,419,2,2025-01-01 16:13:26.670414407
1,3033,4,2025-01-02 01:49:57.623598833
1,3078,1,2025-01-03 12:28:39.567007098
1,3040,2,2025-01-07 23:13:29.186899607
1,412,3,2025-01-11 00:38:45.145166291
1,3296,2,2025-01-15 03:42:13.411698637
1,2224,2,2025-01-18 09:03:53.087524011
1,1790,4,2025-01-25 22:09:52.673302755
1,2269,4,2025-01-27 13:14:52.378667281
1,2263,3,2025-01-29 19:16:16.383670478
1,2184,4,2025-02-05 22:37:09.421337634
1,2935,4,2025-02-07 17:56:54.427501637
1,2097,4,2025-02-16 04:33:06.721358476
1,3331,3,2025-02-20 14:49:52.409695983
1,1780,4,2025-02-21 20:33:42.590655319
1,2523,3,2025-02-25 00:17:44.505618460
1,1771,4,2025-02-28 18:05:45.633622119
1,411,3,2025-03-07 20:51:12.088602336
1,3266,2,2025-03-10 02:36:20.296031963
1,2378,3,2025-03-11 14:32:40.314433359
1,418,1,2025-03-11 21:06:48.969728053
1,3142,2,2025-03-17 12:54:09.539141079
1,2930,4,2025-04-06 09:06:00.961549394
1,1935,3,2025-04-08 00:09:13.268030422
1,3241,1,2025-04-11 04:44:15.564255569
1,2787,3,2025-04-13 02:48:18.463509604
1,1800,4,2025-04-15 23:38:08.580667824
1,2568,4,2025-04-16 19:28:07.253201248
1,3096,2,2025-04-17 04:16:58.307720527
1,2506,4,2025-04-22 02:54:15.494889697
1,3090,2,2025-04-22 18:41:12.190413168
1,3081,3,2025-04-28 22:14:54.403854361
1,3086,1,2025-04-30 18:24:41.959210638
1,396,3,2025-05-03 23:30:02.755272798
1,3143,2,2025-05-09 10:56:54.554083817
1,3085,2,2025-05-18 02:35:12.234969232
1,430,2,2025-05-21 02:16:05.200177722
1,2158,3,2025-05-21 22:00:57.045903344
1,1859,2,2025-05-23 10:03:23.419265840
1,3071,1,2025-05-25 12:24:52.030027099
1,3329,3,2025-05-30 14:13:47.675084662
1,413,2,2025-06-01 19:37:36.355731659
1,2814,3,2025-06-07 06:10:19.261439491
1,3201,3,2025-06-07 20:00:09.161299054
1,3092,2,2025-06-10 05:51:13.415979698
1,3227,2,2025-06-12 10:44:46.824028298
1,440,2,2025-06-22 05:15:20.398500312
1,421,2,2025-06-23 17:37:40.340081576
1,1730,4,2025-06-30 04:13:46.369376555
1,3073,2,2025-07-05 11:35:02.595766194
1,2582,3,2025-07-06 03:32:53.715112247
1,2247,4,2025-07-21 13:51:17.396716624
1,1819,3,2025-07-31 04:22:18.192717485
1,3140,3,2025-08-07 15:27:08.809561286
1,3270,3,2025-08-08 23:26:29.646345969
1,414,3,2025-08-11 05:29:13.759785976
1,2957,4,2025-08-13 17:17:13.664777301
1,1927,3,2025-08-14 10:06:44.065046936
1,2819,3,2025-08-14 23:21:59.961623736
1,2492,3,2025-08-20 15:36:00.797420669
1,2744,4,2025-08-27 02:59:44.936691064
1,2913,2,2025-08-27 20:31:12.697466671
1,3079,1,2025-09-08 04:28:55.155659888
1,2627,4,2025-09-10 06:36:01.796069399
1,2815,3,2025-09-13 21:13:23.588979855
1,2688,4,2025-09-22 12:32:07.340995982
1,2658,4,2025-09-24 05:42:28.049815428
1,2145,3,2025-10-02 06:00:20.904062852
1,75,2,2025-10-04 22:55:45.001818601
1,2440,4,2025-10-06 17:57:33.298345555
1,3083,1,2025-10-11 13:55:49.276278138
1,3089,2,2025-10-15 17:31:12.835575115
1,3004,3,2025-10-17 09:31:35.736252736
1,439,3,2025-10-23 23:37:16.774294499
2,924,4,2024-11-06 21:49:47.265908515
2,1225,4,2024-11-08 01:51:03.271097649
2,1423,2,2024-11-11 11:27:43.723259938
2,3231,4,2024-11-13 21:58:58.324101943
2,1458,3,2024-11-18 05:47:29.220373023
2,775,2,2024-11-28 03:42:20.594006652
2,360,3,2024-12-01 07:47:09.045129332
2,1098,4,2024-12-01 13:18:07.896678753
2,812,3,2024-12-09 03:55:45.147163021
2,760,3,2024-12-12 08:20:59.325685374
2,3149,4,2024-12-18 22:10:07.217639848
2,3184,3,2024-12-24 01:00:47.108332433
2,1450,2,2024-12-30 15:17:01.100279046
2,1551,3,2025-01-02 10:22:03.629406243
2,1444,2,2025-01-05 03:05:14.210690991
2,1391,4,2025-01-15 00:36:49.891035700
2,3174,4,2025-01-16 23:00:39.267121832
2,1482,1,2025-01-17 00:48:56.689244551
2,852,3,2025-01-23 22:04:35.586904957
2,3247,4,2025-01-25 10:11:56.871231942
2,403,2,2025-02-03 22:28:05.987027967
2,1240,3,2025-02-15 18:54:53.281955523
2,1557,2,2025-02-18 13:00:40.252610200
2,3281,3,2025-02-19 12:32:26.188331796
2,3338,2,2025-02-27 21:55:16.846481061
2,765,4,2025-03-03 12:56:06.609746601
2,3343,3,2025-03-10 05:11:41.065089286
2,1218,4,2025-03-27 11:43:40.891644187
2,836,3,2025-04-01 01:25:11.580862673
2,724,4,2025-05-20 13:09:33.071032796
2,1049,3,2025-06-05 10:14:26.352165870
2,1056,4,2025-06-06 22:59:25.625473402
2,1501,3,2025-06-14 13:05:29.482066628
2,3341,1,2025-06-23 15:13:52.325836957
2,1384,4,2025-07-25 02:46:19.835926112
2,3322,4,2025-08-13 23:04:39.251000918
2,3197,3,2025-08-20 15:31:02.672371354
2,3300,3,2025-08-23 06:03:34.238768667
2,3275,4,2025-08-24 22:46:46.310837142
2,3222,4,2025-08-26 06:36:23.298373468
2,2842,2,2025-08-31 11:54:49.331708442
2,1079,2,2025-09-01 04:06:57.822488878
2,1078,2,2025-09-03 10:03:00.841349773
2,1540,2,2025-09-28 06:07:41.303098749
2,3339,1,2025-09-29 07:58:31.193094857
2,3342,1,2025-10-01 20:55:01.947310485
2,3140,4,2025-10-12 23:32:42.589672744
2,1299,3,2025-10-19 09:42:56.367891859
2,3202,4,2025-10-19 16:37:16.383146409
3,693,2,2024-10-28 02:30:50.520699555
3,1722,3,2024-10-28 09:19:22.425097272
3,872,3,2024-10-29 05:16:41.658649452
3,946,2,2024-11-06 11:39:32.694348523
3,1082,2,2024-11-08 14:04:32.163136041
3,263,4,2024-11-09 04:38:53.139770644
3,1723,2,2024-11-14 11:42:57.535799794
3,100,3,2024-11-14 19:25:53.658123586
3,291,4,2024-11-17 00:51:21.508561193
3,1725,3,2024-11-18 08:06:14.595185453
3,1724,2,2024-12-10 22:09:55.816829959
3,694,1,2024-12-11 11:32:09.812416258
3,1721,3,2024-12-17 06:06:14.305955896
3,1228,1,2024-12-19 13:19:33.802092862
3,675,2,2024-12-24 00:02:52.200562098
3,230,3,2024-12-27 09:46:49.663921547
3,270,3,2024-12-29 20:28:37.290859004
3,279,3,2025-01-08 18:01:18.089914579
3,688,2,2025-01-11 05:02:16.957020142
3,131,3,2025-01-14 06:40:33.953158703
3,1052,3,2025-01-19 08:00:12.807557077
3,690,2,2025-01-22 00:42:29.237318878
3,1045,1,2025-01-24 23:30:51.989387089
3,1718,3,2025-01-28 05:00:46.073998563
3,375,3,2025-01-28 12:54:58.363836247
3,1851,2,2025-01-30 13:52:59.002960872
3,1311,3,2025-02-05 18:34:34.401190365
3,898,3,2025-02-08 00:01:30.939870188
3,679,3,2025-02-09 02:54:50.742107932
3,144,4,2025-02-20 07:07:36.569467299
3,682,2,2025-02-23 09:15:08.031153239
3,683,1,2025-03-06 06:35:35.217475798
3,680,2,2025-03-08 05:20:50.771204490
3,695,2,2025-03-11 11:29:44.070079738
3,677,3,2025-03-16 01:30:28.880183309
3,251,4,2025-03-16 10:46:41.110804625
3,288,3,2025-03-16 16:44:25.760286581
3,1063,3,2025-03-17 10:51:19.758568559
3,176,4,2025-03-23 13:01:36.218577987
3,299,4,2025-03-25 07:14:34.061155494
3,287,3,2025-03-29 12:12:28.353546120
3,212,3,2025-03-30 08:10:17.910558967
3,203,3,2025-03-30 23:43:34.375150666
3,129,4,2025-03-31 19:59:16.106826017
3,1138,2,2025-04-02 15:55:00.189967951
3,207,4,2025-04-06 22:11:41.509457190
3,182,3,2025-04-26 13:55:49.558150901
3,150,2,2025-04-27 10:16:15.929917082
3,1094,1,2025-05-06 20:36:03.994841870
3,235,2,2025-05-07 18:59:55.841452768
3,195,3,2025-05-18 04:16:16.534867734
3,1714,3,2025-05-24 03:26:21.134077147
3,701,2,2025-06-05 12:55:19.147881951
3,1969,2,2025-06-26 13:18:21.685387667
3,290,3,2025-06-28 17:54:22.919639006
3,685,3,2025-06-29 06:54:44.163361643
3,317,3,2025-06-29 19:16:41.975851793
3,192,4,2025-07-06 14:29:26.905964125
3,1372,2,2025-07-08 00:41:31.393632013
3,2965,2,2025-07-14 07:23:45.470030591
3,140,4,2025-07-18 13:46:22.284979440
3,676,2,2025-07-20 12:36:11.541997872
3,2560,3,2025-07-25 21:56:46.503603543
3,691,2,2025-08-04 10:29:24.615123414
3,172,4,2025-08-05 14:15:39.117970329
3,1246,1,2025-08-12 20:09:32.054078031
3,2635,2,2025-08-13 14:24:48.459309652
3,154,3,2025-08-14 02:08:59.064052224
3,678,2,2025-08-21 08:16:56.798349082
3,171,3,2025-09-04 05:00:32.093666311
3,323,4,2025-09-08 15:50:42.630531311
3,220,4,2025-09-15 06:45:48.206539843
3,686,2,2025-09-26 13:22:18.613329504
3,1128,3,2025-10-02 06:53:14.720095564
3,1726,1,2025-10-10 12:32:16.133450553
3,248,4,2025-10-12 09:01:26.157681961
3,181,4,2025-10-23 21:45:00.580256511
4,2949,4,2024-10-28 02:05:40.879654644
4,2503,4,2024-11-12 09:03:48.729906391
4,1948,3,2024-11-18 07:36:48.120898220
4,3112,3,2024-11-18 17:28:50.301533207
4,3127,1,2024-11-21 20:07:36.063356348
4,2881,3,2024-11-25 17:09:14.835824865
4,3126,1,2024-11-30 14:54:23.867331905
4,2123,4,2024-12-04 08:17:03.919966266
4,2200,4,2024-12-09 10:23:13.114750653
4,105,2,2024-12-09 12:23:30.336966932
4,3109,2,2024-12-19 12:12:05.332622423
4,2627,4,2024-12-22 18:46:49.336889177
4,2205,4,2024-12-25 16:22:22.031360384
4,2812,4,2024-12-25 21:30:15.340787467
4,279,2,2025-01-10 02:37:01.737011828
4,193,2,2025-01-13 14:08:00.466502607
4,2744,3,2025-02-05 17:02:21.317795713
4,2080,3,2025-02-05 23:51:37.319502771
4,1903,4,2025-02-09 12:40:50.214452239
4,1935,4,2025-02-12 00:56:33.970163057
4,1460,2,2025-03-15 00:54:29.729750497
4,2116,3,2025-03-17 08:59:12.880080149
4,2989,3,2025-03-19 23:53:50.491284013
4,2571,3,2025-03-22 07:17:11.655788813
4,1548,2,2025-03-26 23:50:17.633090189
4,1470,3,2025-04-15 13:42:26.958890444
4,1136,2,2025-04-19 22:54:54.502396815
4,152,2,2025-05-03 15:06:43.633864341
4,2810,4,2025-05-03 17:18:23.687533231
4,305,2,2025-05-08 18:33:30.055461511
4,230,1,2025-05-14 06:55:16.156524222
4,2012,3,2025-05-14 15:11:00.786577147
4,1453,3,2025-05-16 07:22:14.461455088
4,3063,3,2025-05-16 15:22:58.105132807
4,175,2,2025-05-20 11:14:42.329065710
4,3100,3,2025-05-26 14:13:55.896911811
4,272,2,2025-06-03 21:12:42.665921234
4,215,1,2025-06-17 03:31:16.958512940
4,1434,2,2025-06-23 15:25:49.622912534
4,1997,4,2025-06-30 04:05:35.415643871
4,1477,3,2025-07-02 00:21:41.110490311
4,138,2,2025-07-06 18:01:58.564462326
4,206,3,2025-07-09 17:59:39.154796999
4,2783,4,2025-07-11 05:16:50.719956081
4,1746,4,2025-07-16 08:18:28.327865578
4,1439,2,2025-07-24 21:46:29.410172008
4,2523,4,2025-07-27 01:16:10.788084466
4,2359,3,2025-08-05 18:44:37.842892949
4,2330,4,2025-08-16 21:49:08.550071560
4,3105,3,2025-08-21 03:39:17.300796848
4,2095,4,2025-08-26 05:38:51.003534719
4,1500,1,2025-09-02 19:21:23.922726303
4,2747,3,2025-09-04 04:19:30.994585767
4,1528,2,2025-09-19 07:31:19.299523730
4,2447,4,2025-09-27 17:19:43.308468055
4,141,2,2025-09-28 21:38:19.545635421
4,287,1,2025-09-30 01:15:38.505674649
4,2517,4,2025-10-04 03:38:13.856017064
4,1920,2,2025-10-13 02:14:33.903420191
4,2247,4,2025-10-16 20:54:22.591208346
4,2837,4,2025-10-17 00:41:37.441387542
4,1701,3,2025-10-22 18:41:37.562609274
4,248,2,2025-10-24 08:34:09.823353603
5,2145,4,2024-10-29 12:45:52.182014610
5,877,3,2024-10-30 08:31:46.160873879
5,3094,1,2024-11-02 13:11:23.863666486
5,2506,4,2024-11-03 03:26:34.153143026
5,2275,3,2024-11-06 11:12:57.935806392
5,71,3,2024-11-09 00:39:47.864808741
5,882,4,2024-11-14 04:51:04.332110154
5,1207,4,2024-11-17 17:50:07.092217357
5,871,3,2024-11-28 13:48:41.766949943
5,3070,4,2024-11-29 12:29:43.888862722
5,2097,3,2024-12-03 17:48:28.137922731
5,880,4,2024-12-06 17:18:15.328551203
5,2253,4,2024-12-07 04:53:44.110988832
5,64,3,2024-12-10 23:01:35.980741372
5,1983,3,2024-12-11 15:02:01.601924649
5,3080,1,2024-12-19 01:41:58.504309664
5,1020,4,2024-12-19 21:30:06.866379496
5,1297,3,2024-12-23 17:32:08.196869881
5,1869,4,2024-12-25 14:28:53.918214945
5,849,3,2024-12-26 14:03:42.732510041
5,3083,3,2024-12-29 17:43:20.728530283
5,29,3,2025-01-09 00:51:36.269855868
5,1106,4,2025-01-10 02:38:50.629846759
5,545,2,2025-01-12 02:41:00.655202769
5,1056,3,2025-01-19 03:54:19.918258787
5,32,3,2025-01-23 14:12:48.875606465
5,3072,3,2025-01-23 14:25:28.227912275
5,3071,2,2025-01-26 15:27:29.417712620
5,84,3,2025-01-26 16:46:30.666557061
5,1116,4,2025-01-31 07:54:38.645037366
5,1225,4,2025-02-18 16:07:58.389955202
5,1719,1,2025-02-26 20:49:41.471345076
5,970,3,2025-03-05 10:12:24.134489344
5,1721,2,2025-03-11 07:20:19.763878396
5,906,3,2025-03-16 01:53:36.936768005
5,1082,3,2025-03-20 23:01:03.100396028
5,2472,3,2025-03-25 01:11:58.670823345
5,3092,2,2025-03-29 09:36:51.700504083
5,96,3,2025-04-02 00:59:28.497103296
5,1724,1,2025-04-04 22:53:48.562779535
5,2192,4,2025-04-10 19:39:41.963030620
5,758,2,2025-04-13 12:16:58.240305632
5,2056,2,2025-04-13 19:36:48.177971559
5,4,1,2025-05-02 19:32:04.069165340
5,2067,4,2025-05-07 15:22:48.018832060
5,2662,4,2025-05-12 11:21:16.810243540
5,964,3,2025-05-14 17:02:49.938001599
5,1118,3,2025-05-18 01:29:34.317817606
5,1714,1,2025-05-21 19:31:51.583124496
5,1310,3,2025-06-04 06:36:09.319833618
5,25,1,2025-06-09 22:26:09.384535220
5,1142,3,2025-06-11 08:25:36.708878092
5,1084,4,2025-06-15 02:13:57.803478561
5,28,3,2025-06-17 07:56:02.589506906
5,59,3,2025-06-20 02:04:32.668061983
5,1112,2,2025-06-29 06:14:30.119671345
5,78,1,2025-07-04 16:06:50.570958022
5,996,3,2025-07-10 10:12:31.033076026
5,2047,2,2025-07-11 05:23:35.397590823
5,2864,4,2025-07-11 08:19:55.772822928
5,1725,1,2025-07-14 06:32:46.898404546
5,70,1,2025-07-14 22:49:23.825675674
5,3084,2,2025-07-19 13:44:40.884119142
5,1103,4,2025-07-22 20:32:38.759757742
5,1914,3,2025-07-23 05:45:18.623984370
5,34,3,2025-07-26 22:05:29.979145989
5,2109,4,2025-07-31 00:33:00.056039292
5,2523,4,2025-08-02 12:43:14.969808489
5,836,4,2025-08-06 17:18:46.203460507
5,82,3,2025-08-08 21:25:26.173310544
5,1771,4,2025-08-09 09:03:54.633153699
5,2227,3,2025-08-10 10:30:46.294811852
5,1790,3,2025-08-23 19:03:26.474629499
5,1781,4,2025-08-26 04:21:48.092290517
5,310,2,2025-08-29 10:23:44.303482540
5,1807,2,2025-08-31 20:27:53.639696177
5,1715,1,2025-09-05 16:28:31.265776858
5,1271,3,2025-09-06 04:51:38.205771573
5,1143,4,2025-09-10 23:29:41.819536891
5,1250,4,2025-09-24 08:38:59.714304637
5,3086,1,2025-09-26 09:50:30.297669068
5,3088,2,2025-09-29 01:22:47.442324813
5,1011,4,2025-09-30 08:30:23.824635595
5,2026,3,2025-10-02 14:12:58.687778931
5,2247,3,2025-10-04 23:03:16.286107440
5,806,4,2025-10-07 12:49:00.785703253
5,2719,4,2025-10-11 09:31:04.471448742
5,1193,4,2025-10-12 09:18:49.941664714
5,919,3,2025-10-13 01:48:17.870557468
5,2882,4,2025-10-23 14:08:46.723975863
5,1717,2,2025-10-25 05:04:13.054025814
6,99,1,2024-10-26 14:23:14.628124127
6,3233,4,2024-11-02 21:23:42.591432833
6,1193,2,2024-12-02 10:21:37.379860119
6,282,2,2024-12-05 19:10:02.859593178
6,3350,3,2024-12-11 02:49:28.649177010
6,3362,1,2024-12-20 07:19:22.393412694
6,3316,4,2024-12-22 17:03:52.793596968
6,3264,3,2024-12-31 18:37:42.643416675
6,3070,2,2025-01-09 00:50:51.763342521
6,269,1,2025-01-13 07:24:07.353529284
6,2133,3,2025-01-18 06:34:26.458116162
6,3284,4,2025-01-23 16:05:24.838400595
6,2180,3,2025-01-30 17:37:52.070472909
6,3374,3,2025-02-15 22:51:49.603314530
6,3343,2,2025-02-17 14:29:04.695142645
6,313,3,2025-03-12 13:42:37.777535897
6,2304,4,2025-03-29 20:07:34.561518293
6,1601,3,2025-03-30 22:47:46.455737660
6,3373,1,2025-03-31 08:11:19.615176082
6,3166,4,2025-04-10 16:32:28.231542876
6,3340,2,2025-04-18 08:23:47.061116131
6,2729,4,2025-04-30 10:03:01.677584352
6,2817,4,2025-05-04 21:32:31.967822701
6,117,2,2025-06-14 13:52:21.308024973
6,2059,4,2025-06-20 17:20:02.214399602
6,3375,1,2025-06-29 23:18:12.644434083
6,1790,4,2025-08-12 07:12:01.172892839
6,1941,4,2025-08-13 07:33:50.038845271
6,3341,3,2025-08-24 06:47:36.225152701
6,3349,2,2025-08-31 23:01:14.802868433
6,160,2,2025-09-09 06:54:12.631346971
6,3342,1,2025-09-15 09:14:41.333714999
6,2108,3,2025-09-18 08:34:00.096578900
6,3355,3,2025-09-25 22:44:41.351918034
6,297,3,2025-09-26 20:15:25.528467845
6,1903,4,2025-10-11 03:17:25.901785940
6,3320,4,2025-10-18 11:18:09.328890666
6,2469,2,2025-10-19 17:40:28.290873822
7,3077,3,2024-10-27 09:19:33.840422201
7,8,3,2024-10-27 18:16:00.574331470
7,3088,2,2024-11-04 17:20:00.104323653
7,3359,2,2024-11-04 21:46:45.812133742
7,2969,4,2024-11-12 03:12:55.611532076
7,220,4,2024-11-16 23:26:36.992085830
7,3094,2,2024-11-17 20:30:13.226074421
7,2914,3,2024-11-21 12:31:54.653259526
7,285,3,2024-11-27 09:54:30.873461795
7,17,3,2024-12-09 03:57:48.076601904
7,2407,3,2024-12-11 07:42:05.068302048
7,2470,2,2024-12-13 17:49:20.159133471
7,482,4,2024-12-15 00:12:27.824053289
7,3368,2,2024-12-19 01:45:15.684005699
7,3084,2,2024-12-19 21:16:46.848989478
7,2147,3,2024-12-21 08:27:17.014030984
7,2625,2,2024-12-24 05:12:28.316259553
7,84,3,2024-12-27 05:16:08.225818068
7,1753,4,2025-01-03 10:15:39.100094991
7,3089,2,2025-01-13 03:35:21.611969177
7,461,2,2025-01-13 07:20:22.616662853
7,3091,1,2025-01-13 17:26:58.439081574
7,164,4,2025-01-15 05:48:45.451129424
7,2781,4,2025-01-17 14:15:28.676879766
7,48,2,2025-01-21 12:34:20.513525519
7,3085,1,2025-01-28 20:13:34.019163811
7,2586,4,2025-01-28 23:58:00.286046411
7,3374,2,2025-02-06 10:46:08.277484417
7,2663,3,2025-02-06 18:32:37.440756341
7,1730,4,2025-02-10 00:44:54.509300543
7,754,2,2025-02-11 14:10:02.221605098
7,147,3,2025-02-11 15:44:49.482751397
7,516,4,2025-02-18 17:21:14.443619365
7,458,4,2025-02-19 22:44:33.866690384
7,515,3,2025-02-20 13:43:15.223182444
7,3308,2,2025-03-01 06:18:42.316916784
7,2595,4,2025-03-04 13:27:40.251352964
7,611,4,2025-03-15 22:03:18.300087400
7,178,3,2025-03-16 18:50:58.978349267
7,14,2,2025-03-18 09:00:11.358821908
7,557,3,2025-03-20 12:48:12.955382809
7,1269,2,2025-03-21 00:03:44.868720578
7,3072,2,2025-04-04 18:15:57.268812345
7,107,3,2025-04-09 18:58:51.094215922
7,54,2,2025-04-15 11:52:25.517934827
7,2783,3,2025-04-24 14:26:05.542571614
7,441,2,2025-05-01 03:57:36.345085060
7,3378,2,2025-05-11 02:20:10.609093569
7,2068,3,2025-05-13 20:35:47.748152416
7,185,4,2025-05-16 02:55:55.773238525
7,93,2,2025-05-18 03:51:53.104201205
7,9,1,2025-05-22 15:24:03.129760410
7,537,4,2025-05-29 21:56:52.612485882
7,82,1,2025-06-26 15:29:03.747797489
7,2011,4,2025-07-10 03:44:13.547278766
7,3357,2,2025-07-11 09:44:29.447102726
7,1947,2,2025-07-11 15:07:29.697757829
7,3076,2,2025-07-16 17:34:34.646802634
7,2688,4,2025-07-17 14:10:40.586968414
7,195,3,2025-07-18 00:54:42.353181411
7,3063,3,2025-07-19 08:25:47.663551975
7,3371,2,2025-07-22 20:57:57.444479588
7,451,4,2025-07-23 08:46:29.035840202
7,3372,2,2025-07-24 02:30:19.958802961
7,89,3,2025-07-27 09:19:27.116756201
7,3071,3,2025-07-29 14:18:08.725830834
7,3351,2,2025-08-04 21:05:03.764655732
7,1919,3,2025-08-11 20:23:07.749331858
7,2145,4,2025-08-13 04:11:58.699674703
7,2037,4,2025-08-21 05:33:23.414100517
7,2605,4,2025-08-22 20:05:05.907179493
7,1887,4,2025-08-28 08:40:04.661259186
7,3369,2,2025-08-28 13:02:25.739893008
7,287,3,2025-09-03 20:55:15.966254111
7,2742,3,2025-09-07 17:16:18.871128552
7,149,4,2025-09-09 06:43:59.068298932
7,568,3,2025-09-18 10:59:40.007361576
7,255,3,2025-09-19 05:04:56.353160389
7,3365,3,2025-09-22 16:35:34.789559051
7,1770,4,2025-09-29 08:54:28.726417284
7,19,2,2025-10-01 13:09:06.614098378
7,3090,2,2025-10-05 23:11:35.521222614
7,85,3,2025-10-07 17:26:09.439426798
7,3074,1,2025-10-14 04:02:34.067700054
7,3346,2,2025-10-19 20:04:55.393696003
7,2979,2,2025-10-22 21:36:03.420856163
7,50,1,2025-10-23 19:38:04.104785822
